Sea_Surface_Temperature,Atmospheric_Pressure,Humidity,Wind_Shear,Vorticity,Latitude,Ocean_Depth,Proximity_to_Coastline,Pre_existing_Disturbance,Cyclone
29.5094922877,1002.2230585326,87.8806296398,15.5372612598,3.91516593658767E-05,10.8718368853,414.2125199653,1.3101133947,1,1
29.4682892743,1007.3972165767,80.4536959544,12.5227444203,0.000080838,17.9992786156,365.885094766,1.2957926694,1,1
29.5600213673,990.1398547055,75.0233181056,6.4097290976,5.99366133946365E-05,5.7188454759,259.5191081596,1.0426446347,1,1
27.1461650085,997.7249978171,61.2200099976,5.5602228312,8.31470532626675E-05,12.2038128282,107.1772306933,1.0222432601,1,1
29.0799742124,986.4746308249,84.9156190328,6.2802119749,9.90976351101773E-06,15.6270926314,293.2858047245,1.1374299015,1,1
28.9043653349,1009.2755623839,80.652013932,9.8443470941,8.05426885030269E-05,10.4166450252,247.5371393175,0.5784563813,1,1
26.1014029737,1008.8794524403,93.4392048205,15.4396130914,4.38505297193556E-05,8.4658864014,120.396669202,0.7502428982,1,1
28.1969066588,1001.437877681,86.4078950687,9.1990084542,9.57122016630034E-05,19.7579383339,299.4593236301,1.1117207462,1,1
27.6784002497,987.431929685,74.2389071461,16.367691657,6.36738141982681E-06,7.3214528101,70.7011889098,0.5407288023,1,1
29.421842336,1001.1097357814,78.9669531635,6.4675124098,5.17035081360991E-05,14.4694354156,127.9408414595,0.9338516492,1,1
27.5940189376,998.4755029416,85.4037460347,5.6795601466,4.05881983895148E-05,17.5171983143,276.411316361,1.3564898412,1,1
28.6347745265,984.8880328124,62.822749896,14.6362891731,7.51857450145407E-06,16.7155116255,473.1036086412,1.0754741779,1,1
27.5526797048,999.2986465533,78.3301156197,13.1842518397,9.44391568337699E-05,12.722052756,482.5357537208,1.405350642,1,1
26.7831645392,982.0808390263,64.0311200551,5.2733273848,1.39720812718132E-05,18.6601354683,82.0348918071,0.8189756303,1,1
29.3795012439,980.6981580721,92.5787393036,9.2278216216,1.62256586240573E-05,18.9347433073,333.0242810509,1.3774720135,1,1
28.9402841752,1004.1044279116,71.2813829029,7.6615931567,7.63084014058815E-05,21.1366947853,495.7273139003,0.9126176769,1,1
27.4880723432,1003.2923888223,73.6321416101,18.9613598841,8.65492114250861E-05,13.5798805475,387.8919805062,1.2545428741,1,1
26.4124954753,1007.0765872004,80.2100948979,17.3968619916,3.54047120979081E-05,22.9104645699,225.1407554304,0.5108376515,1,1
29.6215279057,982.7386003036,72.7725455036,19.2509295058,9.53076789590678E-05,16.4687577625,334.3267454764,0.948445522,1,1
27.1728430868,989.8599363611,86.9007382431,16.2856179416,0.0000802,20.7923628559,91.0427463719,0.9944203047,1,1
26.2302350401,996.4858664697,77.6612200549,18.3155627414,3.83369261924475E-05,7.3413403286,114.3462569238,1.2615106317,1,1
28.4728722533,983.0336802837,63.3642722446,15.5145369719,1.19124856045984E-05,21.4372011858,367.8090022204,0.5813487806,1,1
26.3393508563,1009.599187355,74.9708318302,10.559632206,0.000082216,23.9449715477,493.7004787203,1.2533781853,1,1
27.5050383421,982.505021501,91.0858766371,13.376063746,4.53010908784628E-05,23.1270877019,100.0388670378,0.9926251043,1,1
26.0454145791,994.0598192598,62.2521310273,6.782268744,0.000016165,17.9842060423,385.7201956694,1.0833687651,1,1
29.8486901939,991.2461173857,71.4284834513,18.0289869228,2.6241604659348E-05,24.2644507888,55.4695136104,1.4698788267,1,1
26.1726396478,1006.734293411,81.1080443635,19.8944719418,1.20106736498629E-05,16.077085688,486.1861410286,1.0230978442,1,1
28.5175945525,1000.8724606695,78.1816425907,14.4133712013,6.05098596326945E-05,23.0231602098,70.4508711537,0.7809631896,1,1
29.8016459363,1006.7079135167,78.2262701114,14.301988967,3.13512123832076E-05,8.7624231945,258.664282223,0.853352228,1,1
28.3346244474,982.332039109,98.9757923066,19.7931611672,7.13253628318758E-05,15.7219273269,189.2874273288,1.3137950197,1,1
28.7389246902,984.8785081803,96.4370873798,17.3380586438,0.000095231,19.5143901678,326.0368381711,0.9182430363,1,1
29.7309139334,1005.981916685,61.8087468042,5.3955046175,0.000040764,21.2110666156,494.2742581917,0.6504168911,1,1
28.3765228614,991.4267256989,98.7965759126,17.631783847,8.46412269475581E-05,14.3738631959,236.668776052,0.7734070719,1,1
26.2255019866,1005.9416712877,92.5160403652,19.9957650993,9.9680499522021E-05,16.1086341121,396.0443368312,1.4447657299,1,1
29.3985895627,987.4204430523,78.0217654124,6.9373912273,9.56348475895786E-05,17.123492689,152.8892624766,1.1717006844,1,1
28.4725129618,990.744881541,64.542303688,15.0735979339,5.44292315858604E-05,20.4463678347,284.0735755004,1.3521815003,1,1
28.2076273551,996.8281391461,95.0661441063,11.0522429932,1.77314467028109E-05,5.5756535263,389.8117650531,1.1203095514,1,1
28.8163190724,986.3889248453,65.4548590235,5.218169985,3.83058180866267E-05,16.7983537371,226.5098202949,0.937474922,1,1
29.616634778,990.4476640107,80.5595795664,16.7547951911,4.26715643205207E-05,17.4417340046,438.063668936,1.4495206237,1,1
26.5882939237,1007.7976287549,79.6846517232,8.8736658245,4.86178968426348E-05,24.6006515057,271.6781422968,0.8287516103,1,1
28.5336034173,987.2043685633,63.0345331243,6.9331958287,1.71643547009884E-05,8.0380538702,112.4722276922,1.1408747448,1,1
26.7275203376,990.3700184997,95.8715363962,12.1094246039,0.000068418,8.446397424,136.5300584639,0.5408686163,1,1
26.6757402523,988.357710171,67.0804193711,6.3305380064,1.64604077545571E-05,14.2155753607,142.8501732826,0.864269861,1,1
28.0136690834,1000.7118448589,61.5724855936,16.9911559836,6.46505370016363E-05,6.635180639,443.1103808481,1.4208724005,1,1
26.2443118394,988.3063294444,92.2480511917,16.2238953558,2.25294968388558E-05,9.1869864667,216.7124462561,0.9845229852,1,1
28.4730190861,991.0674091871,78.5013886453,16.212064072,8.4849042746068E-06,10.0487388869,371.007313648,1.3952068377,1,1
28.0467097685,995.963404558,64.2868804536,11.7111855024,5.55986403132272E-05,9.8494100727,171.1594539272,0.8772841631,1,1
26.0802847911,989.6623749675,68.4579202799,9.9124602827,1.63774025228289E-05,22.8105456148,317.1166040993,1.1791023191,1,1
29.1566849544,994.9532659679,63.4768115235,13.0565981273,6.07499062119835E-05,19.9087894837,244.2467958034,0.6275803028,1,1
27.1351036232,990.892468892,85.8366896533,13.56167457,3.88291889602954E-05,24.7303049759,322.5986687106,0.7372267917,1,1
26.4071298905,984.5857741755,69.8383091354,7.4102205989,2.2723867284874E-05,10.7019033739,128.0181178826,1.3967654246,1,1
26.3209349826,995.7353416871,76.4158730796,19.7356792536,1.5643695705965E-05,12.9571119809,486.2616949739,1.3655071259,1,1
29.2682882838,987.7370848113,66.8355034956,15.0296482989,9.32907189671207E-05,16.1352578603,307.2257102615,0.7799790937,1,1
29.0779717328,985.6113124567,72.9471694562,11.3815465792,0.000053223,9.8481946483,101.6765711326,1.1106200424,1,1
27.154522213,997.4371466427,66.174508611,12.2171015278,0.000055596,6.0364707364,201.4719251873,0.6344146769,1,1
26.2534998819,1009.6988069717,72.894153799,17.1481166878,2.91908622025576E-05,18.6300544445,392.1025369504,1.0956387406,1,1
27.8863047542,992.3552274244,73.9547306617,18.9429371637,8.39088437398343E-05,24.3005382133,105.9337505685,1.2308674752,1,1
29.7533618273,985.436991985,62.6598506947,16.1168097394,5.95749457520916E-05,21.8365755352,112.8975694818,1.2952673119,1,1
26.8065092802,984.909678286,66.5706319172,17.2186208035,6.8193735966139E-05,15.4613084954,211.4737178556,1.3772005408,1,1
27.5697804297,1004.4979831842,77.5653963428,10.6541664414,4.89545796386126E-05,11.0275574833,386.4242210793,1.0027203901,1,1
26.9288507806,1006.9872371982,75.3556488549,13.1532929167,9.1114850541632E-05,17.4847599183,102.6041183188,1.4398321236,1,1
28.5108322123,990.0471684397,65.5708829065,16.9103778391,6.39069118132088E-05,15.6692218395,452.2516623729,1.2885972112,1,1
26.6066995189,989.3516620339,69.9395655926,16.1591943886,8.18558129989904E-06,16.3977936974,393.1064085833,1.3767656368,1,1
27.3683269949,1004.6377191402,64.4252694782,17.696784376,1.71114229215383E-05,12.9457458112,408.7829146008,0.6499174273,1,1
26.9170055809,1001.6675770518,88.8014614618,14.6172144933,7.09251022243745E-05,15.854488867,163.3095765081,0.8456959935,1,1
26.7263908672,1007.25351684,83.3356717906,11.0127712515,4.88905513461926E-05,23.9456667922,119.0081314022,1.086229832,1,1
28.0235547155,998.343627063,60.7244073528,18.0818586342,9.35512368359432E-05,16.3026636718,363.4928707446,1.4224993812,1,1
28.8289545373,984.5761712874,83.0515344067,14.1007256957,4.52924137737267E-05,19.7288847125,470.4651566461,1.4255685129,1,1
27.8033574856,983.3971413752,99.3936479585,17.5834712967,0.000016843,23.4168376523,441.453362928,1.0188380571,1,1
28.365101743,991.9700811161,62.1904655529,10.0279586247,8.12710776168111E-05,5.0926404601,200.074627261,0.8981686936,1,1
28.1495824118,1007.5956684924,73.8538397746,10.2042980284,7.50626185704261E-05,14.0443588178,151.072170323,0.9524395161,1,1
26.5634280815,985.2916095952,79.9347109096,11.2838817426,9.19103606014695E-05,12.2478779823,311.2647576251,1.1322642879,1,1
26.0523778264,999.9061211605,67.1214386748,19.416054762,0.000019123,13.2924824745,88.4073506354,1.4968742518,1,1
28.0087800413,997.8615505196,62.6830590955,16.249407056,0.000024941,22.9610857888,142.3128382169,0.6906877207,1,1
26.1461986714,994.1620083533,82.5936453305,5.9856295914,7.8675123586026E-05,14.065776695,285.9756211974,0.9407627469,1,1
27.6030522435,996.7892099392,66.2096098372,7.7289219574,8.68696339962841E-05,23.9223092427,217.9891923259,0.7707446731,1,1
28.575998173,992.2620251329,61.0154542264,7.3422889605,7.30173617405028E-05,18.1784788382,62.1931966266,0.7219721619,1,1
26.9242991864,1000.156782308,60.7884215102,6.5616287298,0.000080992,8.5708932411,343.7357485333,0.738182781,1,1
26.397765571,987.29516573,88.8906772742,17.8354470216,8.38708871338642E-05,12.9436705924,350.6383114568,0.7049842954,1,1
27.172590921,1006.8900745556,60.5200769404,6.2826279628,2.47491942388726E-05,5.5306440775,131.6459457904,1.083041561,1,1
27.6856982024,1006.7801513323,92.6977424695,10.1272602755,2.96452261759728E-05,12.5938481633,315.6327241317,0.7680636408,1,1
28.4965956314,992.2823495657,82.0818872341,11.541897937,3.29742471564822E-05,23.9690661392,393.6226073719,0.6401131758,1,1
29.4738719036,994.6229359475,95.7820890758,16.9978288392,4.53952829245772E-05,5.4493861664,170.9048117232,1.0416342147,1,1
28.5339128793,987.736630563,65.5742429629,17.523953552,9.85182071668375E-05,15.5138036461,127.2556786317,0.7723073265,1,1
26.0735627062,1007.4289641968,64.7100433156,13.6477471327,3.10352459652846E-05,16.0835600503,343.1391747583,1.3297418037,1,1
26.825685087,980.3298748598,65.4754252028,18.5002796277,8.8019557368439E-05,16.9482620434,320.2325871951,1.1650366745,1,1
26.7014851145,1007.4323583778,76.7508209957,10.7470779237,5.42971820018696E-05,5.9393193355,124.8275159402,1.2380336164,1,1
26.3311946717,998.094563284,69.8139643873,10.8394342106,3.24259049932165E-05,12.1134543293,373.5706573329,0.7971217156,1,1
28.2656185612,994.281512066,86.5468466145,19.0524460899,7.45943492349738E-05,9.2988075718,64.0324107776,0.7622640443,1,1
28.3803117228,981.5427744045,79.854649888,13.9526427338,3.67531696276113E-05,20.4182440749,97.9692139102,0.5751377817,1,1
28.9127550248,994.8647394862,87.5360958571,11.5224100791,2.84081931577151E-05,21.3820463535,409.737145536,1.1946964709,1,1
27.0885805489,997.7069200061,74.4389558776,6.3737310999,9.21447896689131E-05,7.7363726184,477.6068092194,0.946005773,1,1
26.7405317154,996.2570284214,94.9178334351,15.9833732961,8.16233090468377E-05,18.1756673342,361.524454033,1.3491956516,1,1
26.9986720354,994.6827489093,68.8483776728,19.8150201199,9.46856372702283E-05,5.7885362274,367.5088276321,1.4252483174,1,1
26.7223013805,997.0383569166,96.6195319035,5.5091896788,7.12549253884498E-05,10.9469801475,465.9782879194,1.4710582452,1,1
29.7770659565,994.2264264997,94.4817060396,17.668240978,3.53145449581093E-05,21.578309483,66.653435622,1.0962698785,1,1
26.9200353492,983.6170065733,63.0781280652,15.4443316382,3.72881215579663E-05,19.4953354306,79.4103533595,0.8152903378,1,1
28.1579651695,1003.7216949452,72.7501001173,14.3883706466,8.91678860824378E-05,17.3172637636,154.8317636391,0.5244007816,1,1
29.4803954956,980.6380823255,94.9880669074,12.9340570104,9.42114313587251E-05,20.9756647155,499.07034974,0.8507118155,1,1
29.0687531557,992.0579274083,79.1950248122,14.4125819483,8.79993258477022E-05,24.681669384,395.723036239,0.9177667822,1,1
27.6854280091,1002.1274690477,69.5510858307,6.657111697,3.86891049758738E-05,10.7447798331,183.3386542052,0.733607751,1,1
26.1683727585,980.536218042,99.5088955894,11.416597006,0.000041511,18.5929456539,148.2142495393,1.449961184,1,1
29.1453800577,982.6823300694,76.7032310314,18.1867746134,9.4749542117684E-05,14.348030225,326.0351251448,0.6670339461,1,1
29.9646745045,986.9501510415,97.7092709654,14.7446997349,0.000062735,15.2537702203,153.801415273,0.676528032,1,1
26.8819448363,985.5931478643,91.1833789427,10.2518788875,1.04950542735227E-05,24.3820526028,447.7036482335,1.4277522832,1,1
29.9796312906,985.2168574766,75.8496807561,16.3735771356,0.000071122,8.0779181268,417.1249062458,0.7244405718,1,1
26.8952704593,996.1092326868,83.7175973937,13.7012931176,1.36912495527867E-05,22.5492172526,169.5200191649,0.6295149213,1,1
29.5549923195,1008.6695449469,94.4851046906,17.1427411209,0.000067248,16.0171474122,89.1440419601,0.9084532131,1,1
27.490754068,987.7926135128,88.9368045475,12.4381360262,1.26993905112266E-05,9.403664039,357.4664436468,0.5761308595,1,1
29.4048276562,994.8543958104,79.2234630931,13.8861167699,8.33446917628892E-05,11.956184158,355.1072686516,1.065731964,1,1
27.0681130807,1006.3588995907,91.8970408643,14.8767775199,8.5805264263953E-05,22.3458840192,368.7633395218,1.3370133284,1,1
28.7898858467,1000.4042231528,84.7444551286,16.2907495934,2.0067485002842E-05,22.617415184,442.3295874854,0.529247283,1,1
29.3032670023,983.8660960242,73.4047541704,16.1526238444,2.02721901245893E-05,21.3593404824,424.460380081,1.0074677338,1,1
26.0255434869,988.6111439952,84.677076735,19.7177926704,6.50222850665835E-05,10.1960716213,335.3025663948,1.0399853797,1,1
29.1193815806,983.2094191648,90.4411161001,13.1189986801,9.64842403666045E-05,11.8374433208,334.6798519103,1.4320281055,1,1
26.410038912,1008.1168546171,87.515428892,6.0175558866,3.35915388599475E-05,19.1634417729,80.3077706609,1.0821704602,1,1
27.3835322278,998.627465533,61.8296813525,18.0730520923,9.74814520718527E-05,24.3775571057,387.3433242843,0.6300862401,1,1
29.0330527837,980.7376074938,60.8849420612,9.8541532872,5.14211030884433E-05,20.4081483562,357.4829194729,0.9459027064,1,1
27.0945066651,1009.9137350047,77.0472520894,11.7708053649,2.05442630132086E-05,20.896190975,362.1570016017,0.7207696128,1,1
26.3295241825,1000.4149790623,86.1804485712,9.098892905,0.000095332,8.0211578356,244.5506604692,1.4436159202,1,1
27.6789092677,999.1557784299,75.9037759185,9.1132280352,9.84778765561837E-05,13.1866801263,452.3446416556,0.7299546059,1,1
26.8524188161,980.9340224865,86.066673015,10.5278951559,0.000087114,14.4641981338,485.6870425616,0.6855255157,1,1
29.4744926718,1003.2979055838,90.8368737858,17.6717484218,7.72972791395849E-05,17.5244064326,109.0601949571,0.5325261795,1,1
29.6833913913,998.4995094356,91.861491639,12.2228352727,1.61442779514275E-05,7.5037158441,358.504379253,0.9303058949,1,1
26.8020989068,994.7478364022,62.568357483,13.7295710287,3.05543734213343E-05,20.9511820127,189.6628815156,0.9552201491,1,1
26.0464821596,982.1734066338,75.6997422563,12.1990825208,0.000062002,10.8332515742,362.7418487569,1.3601223972,1,1
29.1194039556,981.1885647605,79.2202778903,6.5739526763,2.79942765069401E-05,24.7332518653,114.1229943057,0.9988881535,1,1
28.4726229373,1001.0739491163,82.3859473395,5.1465627113,3.60138242831792E-05,15.3542328677,89.5399246152,0.8506269312,1,1
26.1328124352,982.3573549147,75.8769310481,6.9907363106,5.8916380584848E-05,18.7892993827,410.2640145991,0.7001502442,1,1
26.669930329,983.13703521,85.4572099817,15.5971358973,8.00068375843599E-06,23.7242449249,73.3870776432,1.0412963353,1,1
28.8362420778,1006.1290737124,88.5634772853,17.025921246,3.72477682915666E-05,21.2965022749,86.0516808731,1.3948166561,1,1
28.1903695046,1004.5189330989,78.0927313807,14.6536654279,5.50082527889308E-05,19.6317904351,86.7334919138,0.560352084,1,1
26.988412936,984.7863404034,94.8713426637,8.2882098104,9.77071993028175E-05,11.7379158354,131.9530620599,1.2896985071,1,1
28.634831102,994.9458714936,82.2145420375,15.7880266741,2.67032004264734E-05,24.9266783211,488.6569229661,1.1503256863,1,1
26.7981698037,1000.4068472729,62.8879363592,5.4597875331,2.94798744085653E-05,14.2524591348,440.7226274338,1.2271690698,1,1
28.9708260848,992.7648000334,73.8373997019,10.5655814448,9.88267085549255E-05,5.8021838282,440.1641732551,1.0786754086,1,1
27.7544616768,1001.7577298125,79.466757657,18.1013485712,9.05666770810696E-05,13.4344185375,174.5725087558,1.0923503286,1,1
29.6494533825,986.3198656702,84.9186633425,14.4734033014,7.46457371294517E-05,7.6313537025,372.1212341069,1.4090325207,1,1
26.7187324355,987.1262997477,98.8558037617,7.7146542906,8.616658387011E-05,14.845557129,161.2539834814,1.3707499013,1,1
27.78122102,995.4445206179,74.369334776,13.8942627715,2.05347678955772E-05,12.821630733,486.2355450509,0.7581334327,1,1
28.6269466582,989.7557019267,90.9389250275,6.9631049108,0.000097133,14.0757908277,156.2227085059,0.5734967473,1,1
26.6790316204,995.5932184567,73.4801270573,17.4332504882,4.59343147478716E-05,9.9742854518,327.7152439718,1.2067772169,1,1
26.6681676316,985.0285764887,61.4668570773,16.046030226,6.80614301240715E-05,14.492617515,429.8767020361,1.305670153,1,1
28.3414174576,1006.0481384154,68.2336484015,6.678794291,3.0626213094114E-05,6.1417371218,289.0262876005,1.4366056923,1,1
26.1573741627,983.6632974203,78.0879611313,19.0081252629,3.50348299727913E-05,15.1446961738,68.7077865727,0.648343201,1,1
29.9465204918,1008.9535608931,60.1975992374,19.2771767813,6.57163940924725E-05,22.3583658904,254.6329350352,1.0155960286,1,1
27.955386321,1000.0059277264,65.5860501903,5.4496038481,3.42533444511631E-05,19.0936152547,140.8340534553,1.1734324333,1,1
29.8796481844,982.8170214737,86.904084729,11.6562532896,8.7473514165863E-05,8.5429957889,361.6816785018,1.3381152896,1,1
29.7784568779,1000.4974408487,79.8869905603,14.267708603,0.000087546,16.4121949328,63.6741768636,1.4309486955,1,1
28.7581070041,1000.2954015733,68.6270060959,14.8832820535,4.24171185371451E-05,18.0246595408,97.9668636386,1.1578453046,1,1
29.9976549031,981.4463611658,99.0869673689,11.1036194108,8.77215777820396E-05,20.6477096812,305.157317444,1.2384492093,1,1
29.5140622452,992.1242096495,73.0813264625,15.0139007835,8.17453644844196E-05,20.2457026955,409.0161419864,0.9355833148,1,1
29.2713368647,983.6062716611,81.7795639184,5.0863799075,3.58356538405257E-05,12.3292306974,228.2777112242,1.1954672067,1,1
27.5542324051,993.4608086787,69.501765235,10.5987768744,2.65906145899994E-05,6.4639184754,321.5518670216,1.1682127986,1,1
28.477961384,993.904821314,75.1914312072,17.9500047436,5.43127695879407E-05,14.5836375526,61.5389296129,0.8412478276,1,1
27.5207824751,991.9646834269,83.2068947691,13.0040382009,0.000062751,20.2976652308,415.8435824222,1.2181230762,1,1
29.8220947838,980.5469774803,67.8311194273,5.1134431247,6.65100978446873E-05,22.960610979,159.5670334593,1.4270345448,1,1
26.2410695612,1008.0330808042,74.0649074896,6.5213124267,5.11578171227009E-05,10.1355313544,178.1928058829,0.8072899649,1,1
29.2121035913,996.1748383003,72.4523079662,14.1550067497,7.30343140512034E-05,10.4524800147,236.0970956864,0.6218860933,1,1
26.7245973981,1000.433535619,67.2575339078,12.877450755,7.23593948636311E-05,7.1375384619,305.290498833,0.7565627837,1,1
29.851707501,994.5063694016,92.239701991,13.2533981323,9.12419062120782E-06,17.6630275119,478.131503993,1.1016118201,1,1
29.2767554377,1006.5261939005,69.123190878,8.1806725986,6.30431939408442E-05,13.2205693961,427.93758629,1.4000231234,1,1
27.4136855172,987.1061167692,91.2210206098,9.1220905332,8.31483602587995E-05,13.474765073,350.3974546812,0.5955353138,1,1
28.4954372987,993.5530303621,83.464338527,7.5202131162,0.000075003,22.2559415509,147.5329100408,0.5957145555,1,1
26.0945543442,999.2591450133,84.2837614436,13.2004611907,0.000027035,12.8181199181,317.5143508338,0.9967668589,1,1
29.9511420809,984.0931925767,87.8057821619,11.0647815216,0.000045679,19.3519553132,361.596268096,1.4912559937,1,1
26.5135771578,983.1232894815,88.9735526851,13.6758037551,3.10452633231816E-05,6.5883873798,88.5462123184,1.3941908747,1,1
26.7674692989,989.7011468635,69.0662560891,10.3249445875,1.15952650608789E-05,15.3811958182,80.4256536165,1.3003565078,1,1
26.9348483276,996.2003574381,95.2031635025,14.7631605357,0.000055631,11.4866750623,199.8508608762,1.1694869552,1,1
29.9765574449,999.8551756955,82.3113366948,15.9597576536,4.91945331669532E-05,6.202846852,303.0335671451,1.4576252845,1,1
26.7012117694,1000.7001467246,68.0373475464,13.0374152671,1.41842627164384E-05,14.0074187252,390.2734980029,0.8475715242,1,1
28.6596468979,1003.8634988237,97.0871127792,8.5196312278,0.000042935,8.0483202666,496.6175759713,1.4270009679,1,1
28.1598285211,1005.2609988313,80.8383190909,14.35378532,1.34668210510216E-05,20.1054084099,107.4710676359,1.3260676303,1,1
29.1281123507,1001.2623409323,61.446415221,9.5469253392,2.99956941415301E-05,12.2027281494,89.4392360437,1.436957823,1,1
28.2152089628,989.1657293197,75.879260683,11.7080381076,6.20564616692587E-05,15.3135885539,463.7263879465,0.9969634829,1,1
29.9686320593,1005.5427487324,68.3404205743,18.9589282197,1.60548077991202E-05,21.3489941698,221.2804820645,1.3779743204,1,1
29.4722267604,1004.1777620035,91.6012174523,9.5701870865,1.2687331889869E-05,13.0596035753,128.0860317439,1.1949510889,1,1
27.3843989062,1009.2683060258,85.6388830938,17.3372084545,1.75898439104756E-05,22.2402896455,465.240735731,0.9870619188,1,1
28.425011751,1002.9442940271,66.9935450904,12.538491147,0.000042873,7.9274798432,215.3904900312,0.5681723094,1,1
26.1032476278,984.0549886746,98.5246044636,13.2429430384,9.67531053095559E-05,13.6499575666,190.3172598884,1.0061418628,1,1
27.7580467545,983.1699405279,85.6330525876,8.2405727376,6.38608557152938E-05,18.004021848,118.4111839079,0.5613496271,1,1
29.1230463443,993.7940127131,62.3265518202,19.9229947575,1.04891532946548E-05,18.9007045772,492.6555163685,0.7391801042,1,1
26.5689974747,983.6415481827,72.1310059027,6.5156871652,7.07553274609425E-05,6.2458359626,279.2399576674,1.4966968539,1,1
29.255881078,998.4565831469,72.2501448315,14.3584375444,5.50689390716069E-05,13.5216676778,108.8196695331,1.3866042152,1,1
27.7991385953,985.8386753546,74.7103740351,11.2119462879,8.36161000788531E-05,19.6722876112,396.1872021386,0.5110312644,1,1
27.6646159927,994.4403245491,60.7676910729,8.8971981312,7.72275331966028E-05,7.7421941146,290.8895591537,0.715201872,1,1
26.0484830986,987.236043728,99.0349501964,17.0230566782,9.61597812104982E-05,14.7570808785,99.3812894049,1.047959489,1,1
